nse_symbol,year,metric,value
ADANIPOWER,Mar 2018,Face Value (Rs),2.0
ADANIPOWER,Mar 2019,Face Value (Rs),2.0
ADANIPOWER,Mar 2020,Face Value (Rs),2.0
ADANIPOWER,Mar 2021,Face Value (Rs),2.0
ADANIPOWER,Mar 2022,Face Value (Rs),2.0
ADANIPOWER,Mar 2023,Face Value (Rs),2.0
ADANIPOWER,Mar 2024,Face Value (Rs),2.0
ADANIPOWER,Mar 2025,Face Value (Rs),2.0
ADANIPOWER,Mar 2026,Face Value (Rs),2.0
ADANIPOWER,Mar 2015,Shares Outstanding,14360000000.0
ADANIPOWER,Mar 2016,Shares Outstanding,16670000000.0
ADANIPOWER,Mar 2017,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2018,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2019,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2020,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2021,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2022,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2023,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2024,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2025,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2026,Shares Outstanding,19285000000.0
ADANIPOWER,Mar 2015,Market Cap (Rs Cr),13584.56
ADANIPOWER,Mar 2016,Market Cap (Rs Cr),11485.63
ADANIPOWER,Mar 2017,Market Cap (Rs Cr),15389.43
ADANIPOWER,Mar 2018,Market Cap (Rs Cr),9141.09
ADANIPOWER,Mar 2019,Market Cap (Rs Cr),18089.33
ADANIPOWER,Mar 2020,Market Cap (Rs Cr),10703.17
ADANIPOWER,Mar 2021,Market Cap (Rs Cr),32803.79
ADANIPOWER,Mar 2022,Market Cap (Rs Cr),71393.07
ADANIPOWER,Mar 2023,Market Cap (Rs Cr),73900.12
ADANIPOWER,Mar 2024,Market Cap (Rs Cr),205886.66
ADANIPOWER,Mar 2025,Market Cap (Rs Cr),196437.01
ADANIPOWER,Mar 2026,Market Cap (Rs Cr),290104.26
ADANIPOWER,Mar 2015,P/E ratio,-16.6
ADANIPOWER,Mar 2016,P/E ratio,20.88
ADANIPOWER,Mar 2017,P/E ratio,-2.49
ADANIPOWER,Mar 2018,P/E ratio,-4.35
ADANIPOWER,Mar 2019,P/E ratio,-18.39
ADANIPOWER,Mar 2020,P/E ratio,-4.7
ADANIPOWER,Mar 2021,P/E ratio,25.77
ADANIPOWER,Mar 2022,P/E ratio,14.52
ADANIPOWER,Mar 2023,P/E ratio,6.89
ADANIPOWER,Mar 2024,P/E ratio,9.89
ADANIPOWER,Mar 2025,P/E ratio,15.18
ADANIPOWER,Mar 2026,P/E ratio,22.59
ATGL,Mar 2015,Stock Price (Rs),
ATGL,Mar 2016,Stock Price (Rs),
ATGL,Mar 2017,Stock Price (Rs),
ATGL,Mar 2018,Stock Price (Rs),
ATGL,Mar 2019,Stock Price (Rs),116.9
ATGL,Mar 2020,Stock Price (Rs),86.35
ATGL,Mar 2021,Stock Price (Rs),961.25
ATGL,Mar 2022,Stock Price (Rs),2149.8
ATGL,Mar 2023,Stock Price (Rs),867.75
ATGL,Mar 2024,Stock Price (Rs),926.55
ATGL,Mar 2025,Stock Price (Rs),602.6
ATGL,Mar 2026,Stock Price (Rs),509.95
ATGL,Mar 2015,EPS in Rs,
ATGL,Mar 2016,EPS in Rs,
ATGL,Mar 2017,EPS in Rs,
ATGL,Mar 2018,EPS in Rs,6.31
ATGL,Mar 2019,EPS in Rs,2.08
ATGL,Mar 2020,EPS in Rs,3.97
ATGL,Mar 2021,EPS in Rs,4.21
ATGL,Mar 2022,EPS in Rs,4.63
ATGL,Mar 2023,EPS in Rs,4.97
ATGL,Mar 2024,EPS in Rs,6.07
ATGL,Mar 2025,EPS in Rs,5.95
ATGL,Mar 2026,EPS in Rs,5.96
ATGL,Mar 2015,Equity Capital (Rs Cr),
ATGL,Mar 2016,Equity Capital (Rs Cr),
ATGL,Mar 2017,Equity Capital (Rs Cr),
ATGL,Mar 2018,Equity Capital (Rs Cr),257.0
ATGL,Mar 2019,Equity Capital (Rs Cr),110.0
ATGL,Mar 2020,Equity Capital (Rs Cr),110.0
ATGL,Mar 2021,Equity Capital (Rs Cr),110.0
ATGL,Mar 2022,Equity Capital (Rs Cr),110.0
ATGL,Mar 2023,Equity Capital (Rs Cr),110.0
ATGL,Mar 2024,Equity Capital (Rs Cr),110.0
ATGL,Mar 2025,Equity Capital (Rs Cr),110.0
ATGL,Mar 2026,Equity Capital (Rs Cr),110.0
ATGL,Mar 2015,Face Value (Rs),1.0
ATGL,Mar 2016,Face Value (Rs),1.0
ATGL,Mar 2017,Face Value (Rs),1.0
ATGL,Mar 2018,Face Value (Rs),1.0
ATGL,Mar 2019,Face Value (Rs),1.0
ATGL,Mar 2020,Face Value (Rs),1.0
ATGL,Mar 2021,Face Value (Rs),1.0
ATGL,Mar 2022,Face Value (Rs),1.0
ATGL,Mar 2023,Face Value (Rs),1.0
ATGL,Mar 2024,Face Value (Rs),1.0
ATGL,Mar 2025,Face Value (Rs),1.0
ATGL,Mar 2026,Face Value (Rs),1.0
ATGL,Mar 2015,Shares Outstanding,
ATGL,Mar 2016,Shares Outstanding,
ATGL,Mar 2017,Shares Outstanding,
ATGL,Mar 2018,Shares Outstanding,2570000000.0
ATGL,Mar 2019,Shares Outstanding,1100000000.0
ATGL,Mar 2020,Shares Outstanding,1100000000.0
ATGL,Mar 2021,Shares Outstanding,1100000000.0
ATGL,Mar 2022,Shares Outstanding,1100000000.0
ATGL,Mar 2023,Shares Outstanding,1100000000.0
ATGL,Mar 2024,Shares Outstanding,1100000000.0
ATGL,Mar 2025,Shares Outstanding,1100000000.0
ATGL,Mar 2026,Shares Outstanding,1100000000.0
ATGL,Mar 2015,Market Cap (Rs Cr),
ATGL,Mar 2016,Market Cap (Rs Cr),
ATGL,Mar 2017,Market Cap (Rs Cr),
ATGL,Mar 2018,Market Cap (Rs Cr),
ATGL,Mar 2019,Market Cap (Rs Cr),12859.0
ATGL,Mar 2020,Market Cap (Rs Cr),9498.5
ATGL,Mar 2021,Market Cap (Rs Cr),105737.5
ATGL,Mar 2022,Market Cap (Rs Cr),236478.0
ATGL,Mar 2023,Market Cap (Rs Cr),95452.5
ATGL,Mar 2024,Market Cap (Rs Cr),101920.5
ATGL,Mar 2025,Market Cap (Rs Cr),66286.0
ATGL,Mar 2026,Market Cap (Rs Cr),56094.5
ATGL,Mar 2015,P/E ratio,
ATGL,Mar 2016,P/E ratio,
ATGL,Mar 2017,P/E ratio,
ATGL,Mar 2018,P/E ratio,
ATGL,Mar 2019,P/E ratio,56.2
ATGL,Mar 2020,P/E ratio,21.75
ATGL,Mar 2021,P/E ratio,228.33
ATGL,Mar 2022,P/E ratio,464.32
ATGL,Mar 2023,P/E ratio,174.6
ATGL,Mar 2024,P/E ratio,152.64
ATGL,Mar 2025,P/E ratio,101.28
ATGL,Mar 2026,P/E ratio,85.56
ABSLAMC,Mar 2015,Stock Price (Rs),
ABSLAMC,Mar 2016,Stock Price (Rs),
ABSLAMC,Mar 2017,Stock Price (Rs),
ABSLAMC,Mar 2018,Stock Price (Rs),
ABSLAMC,Mar 2019,Stock Price (Rs),
ABSLAMC,Mar 2020,Stock Price (Rs),
ABSLAMC,Mar 2021,Stock Price (Rs),
ABSLAMC,Mar 2022,Stock Price (Rs),533.85
ABSLAMC,Mar 2023,Stock Price (Rs),311.2
ABSLAMC,Mar 2024,Stock Price (Rs),455.0
ABSLAMC,Mar 2025,Stock Price (Rs),636.7
ABSLAMC,Mar 2026,Stock Price (Rs),878.3
ABSLAMC,Mar 2015,EPS in Rs,
ABSLAMC,Mar 2016,EPS in Rs,
ABSLAMC,Mar 2017,EPS in Rs,124.01
ABSLAMC,Mar 2018,EPS in Rs,193.64
ABSLAMC,Mar 2019,EPS in Rs,248.22
ABSLAMC,Mar 2020,EPS in Rs,274.67
ABSLAMC,Mar 2021,EPS in Rs,292.38
ABSLAMC,Mar 2022,EPS in Rs,23.36
ABSLAMC,Mar 2023,EPS in Rs,20.71
ABSLAMC,Mar 2024,EPS in Rs,27.09
ABSLAMC,Mar 2025,EPS in Rs,32.26
ABSLAMC,Mar 2026,EPS in Rs,33.76
ABSLAMC,Mar 2015,Equity Capital (Rs Cr),
ABSLAMC,Mar 2016,Equity Capital (Rs Cr),
ABSLAMC,Mar 2017,Equity Capital (Rs Cr),18.0
ABSLAMC,Mar 2018,Equity Capital (Rs Cr),18.0
ABSLAMC,Mar 2019,Equity Capital (Rs Cr),18.0
ABSLAMC,Mar 2020,Equity Capital (Rs Cr),18.0
ABSLAMC,Mar 2021,Equity Capital (Rs Cr),18.0
ABSLAMC,Mar 2022,Equity Capital (Rs Cr),144.0
ABSLAMC,Mar 2023,Equity Capital (Rs Cr),144.0
ABSLAMC,Mar 2024,Equity Capital (Rs Cr),144.0
ABSLAMC,Mar 2025,Equity Capital (Rs Cr),144.0
ABSLAMC,Mar 2026,Equity Capital (Rs Cr),144.0
ABSLAMC,Mar 2015,Face Value (Rs),5.0
ABSLAMC,Mar 2016,Face Value (Rs),5.0
ABSLAMC,Mar 2017,Face Value (Rs),5.0
ABSLAMC,Mar 2018,Face Value (Rs),5.0
ABSLAMC,Mar 2019,Face Value (Rs),5.0
ABSLAMC,Mar 2020,Face Value (Rs),5.0
ABSLAMC,Mar 2021,Face Value (Rs),5.0
ABSLAMC,Mar 2022,Face Value (Rs),5.0
ABSLAMC,Mar 2023,Face Value (Rs),5.0
ABSLAMC,Mar 2024,Face Value (Rs),5.0
ABSLAMC,Mar 2025,Face Value (Rs),5.0
ABSLAMC,Mar 2026,Face Value (Rs),5.0
ABSLAMC,Mar 2015,Shares Outstanding,
ABSLAMC,Mar 2016,Shares Outstanding,
ABSLAMC,Mar 2017,Shares Outstanding,36000000.0
ABSLAMC,Mar 2018,Shares Outstanding,36000000.0
ABSLAMC,Mar 2019,Shares Outstanding,36000000.0
ABSLAMC,Mar 2020,Shares Outstanding,36000000.0
ABSLAMC,Mar 2021,Shares Outstanding,36000000.0
ABSLAMC,Mar 2022,Shares Outstanding,288000000.0
ABSLAMC,Mar 2023,Shares Outstanding,288000000.0
ABSLAMC,Mar 2024,Shares Outstanding,288000000.0
ABSLAMC,Mar 2025,Shares Outstanding,288000000.0
ABSLAMC,Mar 2026,Shares Outstanding,288000000.0
ABSLAMC,Mar 2015,Market Cap (Rs Cr),
ABSLAMC,Mar 2016,Market Cap (Rs Cr),
ABSLAMC,Mar 2017,Market Cap (Rs Cr),
ABSLAMC,Mar 2018,Market Cap (Rs Cr),
ABSLAMC,Mar 2019,Market Cap (Rs Cr),
ABSLAMC,Mar 2020,Market Cap (Rs Cr),
ABSLAMC,Mar 2021,Market Cap (Rs Cr),
ABSLAMC,Mar 2022,Market Cap (Rs Cr),15374.88
ABSLAMC,Mar 2023,Market Cap (Rs Cr),8962.56
ABSLAMC,Mar 2024,Market Cap (Rs Cr),13104.0
ABSLAMC,Mar 2025,Market Cap (Rs Cr),18336.96
ABSLAMC,Mar 2026,Market Cap (Rs Cr),25295.04
ABSLAMC,Mar 2015,P/E ratio,
ABSLAMC,Mar 2016,P/E ratio,
ABSLAMC,Mar 2017,P/E ratio,
ABSLAMC,Mar 2018,P/E ratio,
ABSLAMC,Mar 2019,P/E ratio,
ABSLAMC,Mar 2020,P/E ratio,
ABSLAMC,Mar 2021,P/E ratio,
ABSLAMC,Mar 2022,P/E ratio,22.85
ABSLAMC,Mar 2023,P/E ratio,15.03
ABSLAMC,Mar 2024,P/E ratio,16.8
ABSLAMC,Mar 2025,P/E ratio,19.74
ABSLAMC,Mar 2026,P/E ratio,26.02
ABCAPITAL,Mar 2015,Stock Price (Rs),
ABCAPITAL,Mar 2016,Stock Price (Rs),
ABCAPITAL,Mar 2017,Stock Price (Rs),
ABCAPITAL,Mar 2018,Stock Price (Rs),145.95
ABCAPITAL,Mar 2019,Stock Price (Rs),98.55
ABCAPITAL,Mar 2020,Stock Price (Rs),42.15
ABCAPITAL,Mar 2021,Stock Price (Rs),119.3
ABCAPITAL,Mar 2022,Stock Price (Rs),107.65
ABCAPITAL,Mar 2023,Stock Price (Rs),153.55
ABCAPITAL,Mar 2024,Stock Price (Rs),175.4
ABCAPITAL,Mar 2025,Stock Price (Rs),185.07
ABCAPITAL,Mar 2026,Stock Price (Rs),292.25
ABCAPITAL,Mar 2015,EPS in Rs,4.08
ABCAPITAL,Mar 2016,EPS in Rs,6.58
ABCAPITAL,Mar 2017,EPS in Rs,4.3
ABCAPITAL,Mar 2018,EPS in Rs,3.15
ABCAPITAL,Mar 2019,EPS in Rs,3.96
ABCAPITAL,Mar 2020,EPS in Rs,3.81
ABCAPITAL,Mar 2021,EPS in Rs,4.66
ABCAPITAL,Mar 2022,EPS in Rs,7.06
ABCAPITAL,Mar 2023,EPS in Rs,19.83
ABCAPITAL,Mar 2024,EPS in Rs,12.83
ABCAPITAL,Mar 2025,EPS in Rs,12.78
ABCAPITAL,Mar 2026,EPS in Rs,14.37
ABCAPITAL,Mar 2015,Equity Capital (Rs Cr),757.0
ABCAPITAL,Mar 2016,Equity Capital (Rs Cr),796.0
ABCAPITAL,Mar 2017,Equity Capital (Rs Cr),1232.0
ABCAPITAL,Mar 2018,Equity Capital (Rs Cr),2201.0
ABCAPITAL,Mar 2019,Equity Capital (Rs Cr),2201.0
ABCAPITAL,Mar 2020,Equity Capital (Rs Cr),2414.0
ABCAPITAL,Mar 2021,Equity Capital (Rs Cr),2415.0
ABCAPITAL,Mar 2022,Equity Capital (Rs Cr),2416.0
ABCAPITAL,Mar 2023,Equity Capital (Rs Cr),2418.0
ABCAPITAL,Mar 2024,Equity Capital (Rs Cr),2600.0
ABCAPITAL,Mar 2025,Equity Capital (Rs Cr),2607.0
ABCAPITAL,Mar 2026,Equity Capital (Rs Cr),2620.0
ABCAPITAL,Mar 2015,Face Value (Rs),10.0
ABCAPITAL,Mar 2016,Face Value (Rs),10.0
ABCAPITAL,Mar 2017,Face Value (Rs),10.0
ABCAPITAL,Mar 2018,Face Value (Rs),10.0
ABCAPITAL,Mar 2019,Face Value (Rs),10.0
ABCAPITAL,Mar 2020,Face Value (Rs),10.0
ABCAPITAL,Mar 2021,Face Value (Rs),10.0
ABCAPITAL,Mar 2022,Face Value (Rs),10.0
ABCAPITAL,Mar 2023,Face Value (Rs),10.0
ABCAPITAL,Mar 2024,Face Value (Rs),10.0
ABCAPITAL,Mar 2025,Face Value (Rs),10.0
ABCAPITAL,Mar 2026,Face Value (Rs),10.0
ABCAPITAL,Mar 2015,Shares Outstanding,757000000.0
ABCAPITAL,Mar 2016,Shares Outstanding,796000000.0
ABCAPITAL,Mar 2017,Shares Outstanding,1232000000.0
ABCAPITAL,Mar 2018,Shares Outstanding,2201000000.0
ABCAPITAL,Mar 2019,Shares Outstanding,2201000000.0
ABCAPITAL,Mar 2020,Shares Outstanding,2414000000.0
ABCAPITAL,Mar 2021,Shares Outstanding,2415000000.0
ABCAPITAL,Mar 2022,Shares Outstanding,2416000000.0
ABCAPITAL,Mar 2023,Shares Outstanding,2418000000.0
ABCAPITAL,Mar 2024,Shares Outstanding,2600000000.0
ABCAPITAL,Mar 2025,Shares Outstanding,2607000000.0
ABCAPITAL,Mar 2026,Shares Outstanding,2620000000.0
ABCAPITAL,Mar 2015,Market Cap (Rs Cr),
ABCAPITAL,Mar 2016,Market Cap (Rs Cr),
ABCAPITAL,Mar 2017,Market Cap (Rs Cr),
ABCAPITAL,Mar 2018,Market Cap (Rs Cr),32123.6
ABCAPITAL,Mar 2019,Market Cap (Rs Cr),21690.85
ABCAPITAL,Mar 2020,Market Cap (Rs Cr),10175.01
ABCAPITAL,Mar 2021,Market Cap (Rs Cr),28810.95
ABCAPITAL,Mar 2022,Market Cap (Rs Cr),26008.24
ABCAPITAL,Mar 2023,Market Cap (Rs Cr),37128.39
ABCAPITAL,Mar 2024,Market Cap (Rs Cr),45604.0
ABCAPITAL,Mar 2025,Market Cap (Rs Cr),48247.75
ABCAPITAL,Mar 2026,Market Cap (Rs Cr),76569.5
ABCAPITAL,Mar 2015,P/E ratio,
ABCAPITAL,Mar 2016,P/E ratio,
ABCAPITAL,Mar 2017,P/E ratio,
ABCAPITAL,Mar 2018,P/E ratio,46.33
ABCAPITAL,Mar 2019,P/E ratio,24.89
ABCAPITAL,Mar 2020,P/E ratio,11.06
ABCAPITAL,Mar 2021,P/E ratio,25.6
ABCAPITAL,Mar 2022,P/E ratio,15.25
ABCAPITAL,Mar 2023,P/E ratio,7.74
ABCAPITAL,Mar 2024,P/E ratio,13.67
ABCAPITAL,Mar 2025,P/E ratio,14.48
ABCAPITAL,Mar 2026,P/E ratio,20.34
ABFRL,Mar 2015,Stock Price (Rs),113.36
ABFRL,Mar 2016,Stock Price (Rs),144.06
ABFRL,Mar 2017,Stock Price (Rs),151.65
ABFRL,Mar 2018,Stock Price (Rs),148.69
ABFRL,Mar 2019,Stock Price (Rs),218.48
ABFRL,Mar 2020,Stock Price (Rs),150.71
ABFRL,Mar 2021,Stock Price (Rs),201.25
ABFRL,Mar 2022,Stock Price (Rs),302.1
ABFRL,Mar 2023,Stock Price (Rs),214.35
ABFRL,Mar 2024,Stock Price (Rs),205.55
ABFRL,Mar 2025,Stock Price (Rs),256.27
ABFRL,Mar 2026,Stock Price (Rs),53.89
ABFRL,Mar 2015,EPS in Rs,
ABFRL,Mar 2016,EPS in Rs,
ABFRL,Mar 2017,EPS in Rs,
ABFRL,Mar 2018,EPS in Rs,
ABFRL,Mar 2019,EPS in Rs,3.72
ABFRL,Mar 2020,EPS in Rs,-1.89
ABFRL,Mar 2021,EPS in Rs,-7.93
ABFRL,Mar 2022,EPS in Rs,-1.16
ABFRL,Mar 2023,EPS in Rs,-0.38
ABFRL,Mar 2024,EPS in Rs,-6.19
ABFRL,Mar 2025,EPS in Rs,-3.08
ABFRL,Mar 2026,EPS in Rs,-6.36
ABFRL,Mar 2015,Equity Capital (Rs Cr),
ABFRL,Mar 2016,Equity Capital (Rs Cr),
ABFRL,Mar 2017,Equity Capital (Rs Cr),
ABFRL,Mar 2018,Equity Capital (Rs Cr),
ABFRL,Mar 2019,Equity Capital (Rs Cr),773.0
ABFRL,Mar 2020,Equity Capital (Rs Cr),774.0
ABFRL,Mar 2021,Equity Capital (Rs Cr),915.0
ABFRL,Mar 2022,Equity Capital (Rs Cr),938.0
ABFRL,Mar 2023,Equity Capital (Rs Cr),949.0
ABFRL,Mar 2024,Equity Capital (Rs Cr),1015.0
ABFRL,Mar 2025,Equity Capital (Rs Cr),1220.0
ABFRL,Mar 2026,Equity Capital (Rs Cr),1221.0
ABFRL,Mar 2015,Face Value (Rs),10.0
ABFRL,Mar 2016,Face Value (Rs),10.0
ABFRL,Mar 2017,Face Value (Rs),10.0
ABFRL,Mar 2018,Face Value (Rs),10.0
ABFRL,Mar 2019,Face Value (Rs),10.0
ABFRL,Mar 2020,Face Value (Rs),10.0
ABFRL,Mar 2021,Face Value (Rs),10.0
ABFRL,Mar 2022,Face Value (Rs),10.0
ABFRL,Mar 2023,Face Value (Rs),10.0
ABFRL,Mar 2024,Face Value (Rs),10.0
ABFRL,Mar 2025,Face Value (Rs),10.0
ABFRL,Mar 2026,Face Value (Rs),10.0
ABFRL,Mar 2015,Shares Outstanding,
ABFRL,Mar 2016,Shares Outstanding,
ABFRL,Mar 2017,Shares Outstanding,
ABFRL,Mar 2018,Shares Outstanding,
ABFRL,Mar 2019,Shares Outstanding,773000000.0
ABFRL,Mar 2020,Shares Outstanding,774000000.0
ABFRL,Mar 2021,Shares Outstanding,915000000.0
ABFRL,Mar 2022,Shares Outstanding,938000000.0
ABFRL,Mar 2023,Shares Outstanding,949000000.0
ABFRL,Mar 2024,Shares Outstanding,1015000000.0
ABFRL,Mar 2025,Shares Outstanding,1220000000.0
ABFRL,Mar 2026,Shares Outstanding,1221000000.0
ABFRL,Mar 2015,Market Cap (Rs Cr),
ABFRL,Mar 2016,Market Cap (Rs Cr),
ABFRL,Mar 2017,Market Cap (Rs Cr),
ABFRL,Mar 2018,Market Cap (Rs Cr),
ABFRL,Mar 2019,Market Cap (Rs Cr),16888.5
ABFRL,Mar 2020,Market Cap (Rs Cr),11664.95
ABFRL,Mar 2021,Market Cap (Rs Cr),18414.38
ABFRL,Mar 2022,Market Cap (Rs Cr),28336.98
ABFRL,Mar 2023,Market Cap (Rs Cr),20341.81
ABFRL,Mar 2024,Market Cap (Rs Cr),20863.33
ABFRL,Mar 2025,Market Cap (Rs Cr),31264.94
ABFRL,Mar 2026,Market Cap (Rs Cr),6579.97
ABFRL,Mar 2015,P/E ratio,
ABFRL,Mar 2016,P/E ratio,
ABFRL,Mar 2017,P/E ratio,
ABFRL,Mar 2018,P/E ratio,
ABFRL,Mar 2019,P/E ratio,58.73
ABFRL,Mar 2020,P/E ratio,-79.74
ABFRL,Mar 2021,P/E ratio,-25.38
ABFRL,Mar 2022,P/E ratio,-260.43
ABFRL,Mar 2023,P/E ratio,-564.08
ABFRL,Mar 2024,P/E ratio,-33.21
ABFRL,Mar 2025,P/E ratio,-83.2
ABFRL,Mar 2026,P/E ratio,-8.47
CPPLUS,Mar 2015,Stock Price (Rs),
CPPLUS,Mar 2016,Stock Price (Rs),
CPPLUS,Mar 2017,Stock Price (Rs),
CPPLUS,Mar 2018,Stock Price (Rs),
CPPLUS,Mar 2019,Stock Price (Rs),
CPPLUS,Mar 2020,Stock Price (Rs),
CPPLUS,Mar 2021,Stock Price (Rs),
CPPLUS,Mar 2022,Stock Price (Rs),
CPPLUS,Mar 2023,Stock Price (Rs),
CPPLUS,Mar 2024,Stock Price (Rs),
CPPLUS,Mar 2025,Stock Price (Rs),
CPPLUS,Mar 2026,Stock Price (Rs),1798.3
CPPLUS,Mar 2015,EPS in Rs,
CPPLUS,Mar 2016,EPS in Rs,
CPPLUS,Mar 2017,EPS in Rs,
CPPLUS,Mar 2018,EPS in Rs,
CPPLUS,Mar 2019,EPS in Rs,
CPPLUS,Mar 2020,EPS in Rs,69.72
CPPLUS,Mar 2021,EPS in Rs,117.32
CPPLUS,Mar 2022,EPS in Rs,387.72
CPPLUS,Mar 2023,EPS in Rs,528.34
CPPLUS,Mar 2024,EPS in Rs,561.8
CPPLUS,Mar 2025,EPS in Rs,32.0
CPPLUS,Mar 2026,EPS in Rs,31.24
CPPLUS,Mar 2015,Equity Capital (Rs Cr),
CPPLUS,Mar 2016,Equity Capital (Rs Cr),
CPPLUS,Mar 2017,Equity Capital (Rs Cr),
CPPLUS,Mar 2018,Equity Capital (Rs Cr),
CPPLUS,Mar 2019,Equity Capital (Rs Cr),
CPPLUS,Mar 2020,Equity Capital (Rs Cr),2.0
CPPLUS,Mar 2021,Equity Capital (Rs Cr),2.0
CPPLUS,Mar 2022,Equity Capital (Rs Cr),2.0
CPPLUS,Mar 2023,Equity Capital (Rs Cr),2.0
CPPLUS,Mar 2024,Equity Capital (Rs Cr),2.0
CPPLUS,Mar 2025,Equity Capital (Rs Cr),11.0
CPPLUS,Mar 2026,Equity Capital (Rs Cr),12.0
CPPLUS,Mar 2015,Face Value (Rs),1.0
CPPLUS,Mar 2016,Face Value (Rs),1.0
CPPLUS,Mar 2017,Face Value (Rs),1.0
CPPLUS,Mar 2018,Face Value (Rs),1.0
CPPLUS,Mar 2019,Face Value (Rs),1.0
CPPLUS,Mar 2020,Face Value (Rs),1.0
CPPLUS,Mar 2021,Face Value (Rs),1.0
CPPLUS,Mar 2022,Face Value (Rs),1.0
CPPLUS,Mar 2023,Face Value (Rs),1.0
CPPLUS,Mar 2024,Face Value (Rs),1.0
CPPLUS,Mar 2025,Face Value (Rs),1.0
CPPLUS,Mar 2026,Face Value (Rs),1.0
CPPLUS,Mar 2015,Shares Outstanding,
CPPLUS,Mar 2016,Shares Outstanding,
CPPLUS,Mar 2017,Shares Outstanding,
CPPLUS,Mar 2018,Shares Outstanding,
CPPLUS,Mar 2019,Shares Outstanding,
CPPLUS,Mar 2020,Shares Outstanding,20000000.0
CPPLUS,Mar 2021,Shares Outstanding,20000000.0
CPPLUS,Mar 2022,Shares Outstanding,20000000.0
CPPLUS,Mar 2023,Shares Outstanding,20000000.0
CPPLUS,Mar 2024,Shares Outstanding,20000000.0
CPPLUS,Mar 2025,Shares Outstanding,110000000.0
CPPLUS,Mar 2026,Shares Outstanding,120000000.0
CPPLUS,Mar 2015,Market Cap (Rs Cr),
CPPLUS,Mar 2016,Market Cap (Rs Cr),
CPPLUS,Mar 2017,Market Cap (Rs Cr),
CPPLUS,Mar 2018,Market Cap (Rs Cr),
CPPLUS,Mar 2019,Market Cap (Rs Cr),
CPPLUS,Mar 2020,Market Cap (Rs Cr),
CPPLUS,Mar 2021,Market Cap (Rs Cr),
CPPLUS,Mar 2022,Market Cap (Rs Cr),
CPPLUS,Mar 2023,Market Cap (Rs Cr),
CPPLUS,Mar 2024,Market Cap (Rs Cr),
CPPLUS,Mar 2025,Market Cap (Rs Cr),
CPPLUS,Mar 2026,Market Cap (Rs Cr),21579.6
CPPLUS,Mar 2015,P/E ratio,
CPPLUS,Mar 2016,P/E ratio,
CPPLUS,Mar 2017,P/E ratio,
CPPLUS,Mar 2018,P/E ratio,
CPPLUS,Mar 2019,P/E ratio,
CPPLUS,Mar 2020,P/E ratio,
CPPLUS,Mar 2021,P/E ratio,
CPPLUS,Mar 2022,P/E ratio,
CPPLUS,Mar 2023,P/E ratio,
CPPLUS,Mar 2024,P/E ratio,
CPPLUS,Mar 2025,P/E ratio,
CPPLUS,Mar 2026,P/E ratio,57.56
AEGISLOG,Mar 2015,Stock Price (Rs),60.62
AEGISLOG,Mar 2016,Stock Price (Rs),96.95
AEGISLOG,Mar 2017,Stock Price (Rs),194.6
AEGISLOG,Mar 2018,Stock Price (Rs),259.6
AEGISLOG,Mar 2019,Stock Price (Rs),200.7
AEGISLOG,Mar 2020,Stock Price (Rs),139.45
AEGISLOG,Mar 2021,Stock Price (Rs),298.65
AEGISLOG,Mar 2022,Stock Price (Rs),205.55
AEGISLOG,Mar 2023,Stock Price (Rs),378.95
AEGISLOG,Mar 2024,Stock Price (Rs),446.65
AEGISLOG,Mar 2025,Stock Price (Rs),805.45
AEGISLOG,Mar 2026,Stock Price (Rs),598.65
AEGISLOG,Mar 2015,EPS in Rs,3.1
AEGISLOG,Mar 2016,EPS in Rs,3.39
AEGISLOG,Mar 2017,EPS in Rs,3.57
AEGISLOG,Mar 2018,EPS in Rs,5.92
AEGISLOG,Mar 2019,EPS in Rs,6.63
AEGISLOG,Mar 2020,EPS in Rs,2.93
AEGISLOG,Mar 2021,EPS in Rs,6.36
AEGISLOG,Mar 2022,EPS in Rs,10.19
AEGISLOG,Mar 2023,EPS in Rs,13.19
AEGISLOG,Mar 2024,EPS in Rs,16.22
AEGISLOG,Mar 2025,EPS in Rs,18.9
AEGISLOG,Mar 2026,EPS in Rs,25.59
AEGISLOG,Mar 2015,Equity Capital (Rs Cr),33.0
AEGISLOG,Mar 2016,Equity Capital (Rs Cr),33.0
AEGISLOG,Mar 2017,Equity Capital (Rs Cr),33.0
AEGISLOG,Mar 2018,Equity Capital (Rs Cr),33.0
AEGISLOG,Mar 2019,Equity Capital (Rs Cr),33.0
AEGISLOG,Mar 2020,Equity Capital (Rs Cr),34.0
AEGISLOG,Mar 2021,Equity Capital (Rs Cr),35.0
AEGISLOG,Mar 2022,Equity Capital (Rs Cr),35.0
AEGISLOG,Mar 2023,Equity Capital (Rs Cr),35.0
AEGISLOG,Mar 2024,Equity Capital (Rs Cr),35.0
AEGISLOG,Mar 2025,Equity Capital (Rs Cr),35.0
