nse_symbol,year,line_item,parent_line_item,value
ABREL,Mar 2021,Tax %,,-4.0
ABREL,Mar 2022,Tax %,,24.0
ABREL,Mar 2023,Tax %,,40.0
ABREL,Mar 2024,Tax %,,46.0
ABREL,Mar 2025,Tax %,,-16.0
ABREL,Mar 2026,Tax %,,-55.0
ABREL,Mar 2017,Net Profit,,105.0
ABREL,Mar 2018,Net Profit,,372.0
ABREL,Mar 2019,Net Profit,,6063.0
ABREL,Mar 2020,Net Profit,,360.0
ABREL,Mar 2021,Net Profit,,-34.0
ABREL,Mar 2022,Net Profit,,162.0
ABREL,Mar 2023,Net Profit,,265.0
ABREL,Mar 2024,Net Profit,,60.0
ABREL,Mar 2025,Net Profit,,-157.0
ABREL,Mar 2026,Net Profit,,-115.0
ABREL,Mar 2017,EPS in Rs,,9.4
ABREL,Mar 2018,EPS in Rs,,33.27
ABREL,Mar 2019,EPS in Rs,,542.81
ABREL,Mar 2020,EPS in Rs,,32.7
ABREL,Mar 2021,EPS in Rs,,-2.73
ABREL,Mar 2022,EPS in Rs,,14.91
ABREL,Mar 2023,EPS in Rs,,24.34
ABREL,Mar 2024,EPS in Rs,,4.52
ABREL,Mar 2025,EPS in Rs,,-14.44
ABREL,Mar 2026,EPS in Rs,,-9.24
ABREL,Mar 2017,Dividend Payout %,,59.0
ABREL,Mar 2018,Dividend Payout %,,20.0
ABREL,Mar 2019,Dividend Payout %,,1.0
ABREL,Mar 2020,Dividend Payout %,,9.0
ABREL,Mar 2021,Dividend Payout %,,-37.0
ABREL,Mar 2022,Dividend Payout %,,27.0
ABREL,Mar 2023,Dividend Payout %,,21.0
ABREL,Mar 2024,Dividend Payout %,,111.0
ABREL,Mar 2025,Dividend Payout %,,-14.0
ABREL,Mar 2026,Dividend Payout %,,-27.0
ABREL,Mar 2017,Sales Growth %,Sales,
ABREL,Mar 2018,Sales Growth %,Sales,-49.0
ABREL,Mar 2019,Sales Growth %,Sales,1.0
ABREL,Mar 2020,Sales Growth %,Sales,-13.0
ABREL,Mar 2021,Sales Growth %,Sales,-24.0
ABREL,Mar 2022,Sales Growth %,Sales,58.0
ABREL,Mar 2023,Sales Growth %,Sales,-7.0
ABREL,Mar 2024,Sales Growth %,Sales,-71.0
ABREL,Mar 2025,Sales Growth %,Sales,11.0
ABREL,Mar 2026,Sales Growth %,Sales,-67.0
ABREL,Mar 2017,Material Cost %,Expenses,26.0
ABREL,Mar 2018,Material Cost %,Expenses,34.0
ABREL,Mar 2019,Material Cost %,Expenses,37.0
ABREL,Mar 2020,Material Cost %,Expenses,39.0
ABREL,Mar 2021,Material Cost %,Expenses,43.0
ABREL,Mar 2022,Material Cost %,Expenses,48.0
ABREL,Mar 2023,Material Cost %,Expenses,43.0
ABREL,Mar 2024,Material Cost %,Expenses,-0.0
ABREL,Mar 2025,Material Cost %,Expenses,0.0
ABREL,Mar 2026,Material Cost %,Expenses,42.0
ABREL,Mar 2017,Manufacturing Cost %,Expenses,32.0
ABREL,Mar 2018,Manufacturing Cost %,Expenses,29.0
ABREL,Mar 2019,Manufacturing Cost %,Expenses,26.0
ABREL,Mar 2020,Manufacturing Cost %,Expenses,28.0
ABREL,Mar 2021,Manufacturing Cost %,Expenses,29.0
ABREL,Mar 2022,Manufacturing Cost %,Expenses,27.0
ABREL,Mar 2023,Manufacturing Cost %,Expenses,29.0
ABREL,Mar 2024,Manufacturing Cost %,Expenses,50.0
ABREL,Mar 2025,Manufacturing Cost %,Expenses,64.0
ABREL,Mar 2026,Manufacturing Cost %,Expenses,0.0
ABREL,Mar 2017,Employee Cost %,Expenses,8.0
ABREL,Mar 2018,Employee Cost %,Expenses,11.0
ABREL,Mar 2019,Employee Cost %,Expenses,7.0
ABREL,Mar 2020,Employee Cost %,Expenses,9.0
ABREL,Mar 2021,Employee Cost %,Expenses,11.0
ABREL,Mar 2022,Employee Cost %,Expenses,8.0
ABREL,Mar 2023,Employee Cost %,Expenses,7.0
ABREL,Mar 2024,Employee Cost %,Expenses,14.0
ABREL,Mar 2025,Employee Cost %,Expenses,15.0
ABREL,Mar 2026,Employee Cost %,Expenses,56.0
ABREL,Mar 2017,Other Cost %,Expenses,22.0
ABREL,Mar 2018,Other Cost %,Expenses,6.0
ABREL,Mar 2019,Other Cost %,Expenses,6.0
ABREL,Mar 2020,Other Cost %,Expenses,7.0
ABREL,Mar 2021,Other Cost %,Expenses,9.0
ABREL,Mar 2022,Other Cost %,Expenses,7.0
ABREL,Mar 2023,Other Cost %,Expenses,6.0
ABREL,Mar 2024,Other Cost %,Expenses,16.0
ABREL,Mar 2025,Other Cost %,Expenses,20.0
ABREL,Mar 2026,Other Cost %,Expenses,94.0
ABREL,Mar 2017,Exceptional items,Other Income,-12.0
ABREL,Mar 2018,Exceptional items,Other Income,12.0
ABREL,Mar 2019,Exceptional items,Other Income,9.0
ABREL,Mar 2020,Exceptional items,Other Income,-21.0
ABREL,Mar 2021,Exceptional items,Other Income,-18.0
ABREL,Mar 2022,Exceptional items,Other Income,9.0
ABREL,Mar 2023,Exceptional items,Other Income,76.0
ABREL,Mar 2024,Exceptional items,Other Income,-69.0
ABREL,Mar 2025,Exceptional items,Other Income,-130.0
ABREL,Mar 2026,Exceptional items,Other Income,198.0
ABREL,Mar 2017,Other income normal,Other Income,74.0
ABREL,Mar 2018,Other income normal,Other Income,126.0
ABREL,Mar 2019,Other income normal,Other Income,5664.0
ABREL,Mar 2020,Other income normal,Other Income,35.0
ABREL,Mar 2021,Other income normal,Other Income,61.0
ABREL,Mar 2022,Other income normal,Other Income,41.0
ABREL,Mar 2023,Other income normal,Other Income,24.0
ABREL,Mar 2024,Other income normal,Other Income,48.0
ABREL,Mar 2025,Other income normal,Other Income,35.0
ABREL,Mar 2026,Other income normal,Other Income,52.0
ABREL,Mar 2017,Minority share,Net Profit,0.0
ABREL,Mar 2018,Minority share,Net Profit,0.0
ABREL,Mar 2019,Minority share,Net Profit,0.0
ABREL,Mar 2020,Minority share,Net Profit,5.0
ABREL,Mar 2021,Minority share,Net Profit,3.0
ABREL,Mar 2022,Minority share,Net Profit,5.0
ABREL,Mar 2023,Minority share,Net Profit,7.0
ABREL,Mar 2024,Minority share,Net Profit,-10.0
ABREL,Mar 2025,Minority share,Net Profit,-4.0
ABREL,Mar 2026,Minority share,Net Profit,12.0
ABREL,Mar 2017,Exceptional items AT,Net Profit,-11.0
ABREL,Mar 2018,Exceptional items AT,Net Profit,6.0
ABREL,Mar 2019,Exceptional items AT,Net Profit,9.0
ABREL,Mar 2020,Exceptional items AT,Net Profit,-3.0
ABREL,Mar 2021,Exceptional items AT,Net Profit,0.0
ABREL,Mar 2022,Exceptional items AT,Net Profit,1.0
ABREL,Mar 2023,Exceptional items AT,Net Profit,81.0
ABREL,Mar 2024,Exceptional items AT,Net Profit,0.0
ABREL,Mar 2025,Exceptional items AT,Net Profit,-65.0
ABREL,Mar 2026,Exceptional items AT,Net Profit,197.0
ABREL,Mar 2017,Profit excl Excep,Net Profit,116.0
ABREL,Mar 2018,Profit excl Excep,Net Profit,365.0
ABREL,Mar 2019,Profit excl Excep,Net Profit,6055.0
ABREL,Mar 2020,Profit excl Excep,Net Profit,363.0
ABREL,Mar 2021,Profit excl Excep,Net Profit,-34.0
ABREL,Mar 2022,Profit excl Excep,Net Profit,161.0
ABREL,Mar 2023,Profit excl Excep,Net Profit,183.0
ABREL,Mar 2024,Profit excl Excep,Net Profit,60.0
ABREL,Mar 2025,Profit excl Excep,Net Profit,-92.0
ABREL,Mar 2026,Profit excl Excep,Net Profit,-311.0
ABREL,Mar 2017,Profit for PE,Net Profit,116.0
ABREL,Mar 2018,Profit for PE,Net Profit,365.0
ABREL,Mar 2019,Profit for PE,Net Profit,6055.0
ABREL,Mar 2020,Profit for PE,Net Profit,368.0
ABREL,Mar 2021,Profit for PE,Net Profit,-31.0
ABREL,Mar 2022,Profit for PE,Net Profit,166.0
ABREL,Mar 2023,Profit for PE,Net Profit,190.0
ABREL,Mar 2024,Profit for PE,Net Profit,50.0
ABREL,Mar 2025,Profit for PE,Net Profit,-96.0
ABREL,Mar 2026,Profit for PE,Net Profit,-280.0
ABREL,Mar 2017,Profit for EPS,Net Profit,105.0
ABREL,Mar 2018,Profit for EPS,Net Profit,372.0
ABREL,Mar 2019,Profit for EPS,Net Profit,6063.0
ABREL,Mar 2020,Profit for EPS,Net Profit,365.0
ABREL,Mar 2021,Profit for EPS,Net Profit,-30.0
ABREL,Mar 2022,Profit for EPS,Net Profit,167.0
ABREL,Mar 2023,Profit for EPS,Net Profit,272.0
ABREL,Mar 2024,Profit for EPS,Net Profit,51.0
ABREL,Mar 2025,Profit for EPS,Net Profit,-161.0
ABREL,Mar 2026,Profit for EPS,Net Profit,-103.0
ABREL,Mar 2017,Profit Growth %,Net Profit,
ABREL,Mar 2018,Profit Growth %,Net Profit,215.0
ABREL,Mar 2019,Profit Growth %,Net Profit,1558.0
ABREL,Mar 2020,Profit Growth %,Net Profit,-94.0
ABREL,Mar 2021,Profit Growth %,Net Profit,-108.0
ABREL,Mar 2022,Profit Growth %,Net Profit,643.0
ABREL,Mar 2023,Profit Growth %,Net Profit,15.0
ABREL,Mar 2024,Profit Growth %,Net Profit,-74.0
ABREL,Mar 2025,Profit Growth %,Net Profit,-290.0
ABREL,Mar 2026,Profit Growth %,Net Profit,-192.0
ABB,Dec 2011,Sales,,7449.0
ABB,Dec 2012,Sales,,7608.0
ABB,Dec 2024,Sales,,12188.0
ABB,Dec 2025,Sales,,13203.0
ABB,Dec 2011,Expenses,,7093.0
ABB,Dec 2012,Expenses,,7253.0
ABB,Dec 2024,Expenses,,9877.0
ABB,Dec 2025,Expenses,,11158.0
ABB,Dec 2011,Operating Profit,,356.0
ABB,Dec 2012,Operating Profit,,355.0
ABB,Dec 2024,Operating Profit,,2311.0
ABB,Dec 2025,Operating Profit,,2045.0
ABB,Dec 2011,OPM %,,5.0
ABB,Dec 2012,OPM %,,5.0
ABB,Dec 2024,OPM %,,19.0
ABB,Dec 2025,OPM %,,15.0
ABB,Dec 2011,Other Income,,38.0
ABB,Dec 2012,Other Income,,7.0
ABB,Dec 2024,Other Income,,344.0
ABB,Dec 2025,Other Income,,349.0
ABB,Dec 2011,Interest,,46.0
ABB,Dec 2012,Interest,,57.0
ABB,Dec 2024,Interest,,16.0
ABB,Dec 2025,Interest,,20.0
ABB,Dec 2011,Depreciation,,80.0
ABB,Dec 2012,Depreciation,,94.0
ABB,Dec 2024,Depreciation,,129.0
ABB,Dec 2025,Depreciation,,146.0
ABB,Dec 2011,Profit before tax,,268.0
ABB,Dec 2012,Profit before tax,,211.0
ABB,Dec 2024,Profit before tax,,2510.0
ABB,Dec 2025,Profit before tax,,2229.0
ABB,Dec 2011,Tax %,,31.0
ABB,Dec 2012,Tax %,,33.0
ABB,Dec 2024,Tax %,,25.0
ABB,Dec 2025,Tax %,,25.0
ABB,Dec 2011,Net Profit,,185.0
ABB,Dec 2012,Net Profit,,141.0
ABB,Dec 2024,Net Profit,,1872.0
ABB,Dec 2025,Net Profit,,1668.0
ABB,Dec 2011,EPS in Rs,,8.72
ABB,Dec 2012,EPS in Rs,,6.65
ABB,Dec 2024,EPS in Rs,,88.33
ABB,Dec 2025,EPS in Rs,,78.73
ABB,Dec 2011,Dividend Payout %,,34.0
ABB,Dec 2012,Dividend Payout %,,45.0
ABB,Dec 2024,Dividend Payout %,,50.0
ABB,Dec 2025,Dividend Payout %,,50.0
ABB,Dec 2011,Sales Growth %,Sales,
ABB,Dec 2012,Sales Growth %,Sales,2.13
ABB,Dec 2024,Sales Growth %,Sales,
ABB,Dec 2025,Sales Growth %,Sales,8.32
ABB,Dec 2011,Material Cost %,Expenses,67.0
ABB,Dec 2012,Material Cost %,Expenses,65.0
ABB,Dec 2024,Material Cost %,Expenses,55.0
ABB,Dec 2025,Material Cost %,Expenses,58.0
ABB,Dec 2011,Manufacturing Cost %,Expenses,8.0
ABB,Dec 2012,Manufacturing Cost %,Expenses,8.0
ABB,Dec 2024,Manufacturing Cost %,Expenses,5.0
ABB,Dec 2025,Manufacturing Cost %,Expenses,6.0
ABB,Dec 2011,Employee Cost %,Expenses,8.0
ABB,Dec 2012,Employee Cost %,Expenses,8.0
ABB,Dec 2024,Employee Cost %,Expenses,7.0
ABB,Dec 2025,Employee Cost %,Expenses,7.0
ABB,Dec 2011,Other Cost %,Expenses,13.0
ABB,Dec 2012,Other Cost %,Expenses,14.0
ABB,Dec 2024,Other Cost %,Expenses,14.0
ABB,Dec 2025,Other Cost %,Expenses,14.0
ABB,Dec 2011,Exceptional items,Other Income,-4.0
ABB,Dec 2012,Exceptional items,Other Income,2.0
ABB,Dec 2024,Exceptional items,Other Income,-9.0
ABB,Dec 2025,Exceptional items,Other Income,-3.0
ABB,Dec 2011,Other income normal,Other Income,41.0
ABB,Dec 2012,Other income normal,Other Income,6.0
ABB,Dec 2024,Other income normal,Other Income,353.0
ABB,Dec 2025,Other income normal,Other Income,352.0
ABB,Dec 2011,Exceptional items AT,Net Profit,-2.0
ABB,Dec 2012,Exceptional items AT,Net Profit,1.0
ABB,Dec 2024,Exceptional items AT,Net Profit,-5.0
ABB,Dec 2025,Exceptional items AT,Net Profit,-1.0
ABB,Dec 2011,Profit excl Excep,Net Profit,187.0
ABB,Dec 2012,Profit excl Excep,Net Profit,140.0
ABB,Dec 2024,Profit excl Excep,Net Profit,1876.0
ABB,Dec 2025,Profit excl Excep,Net Profit,1670.0
ABB,Dec 2011,Profit for PE,Net Profit,187.0
ABB,Dec 2012,Profit for PE,Net Profit,140.0
ABB,Dec 2024,Profit for PE,Net Profit,1876.0
ABB,Dec 2025,Profit for PE,Net Profit,1670.0
ABB,Dec 2011,Profit for EPS,Net Profit,185.0
ABB,Dec 2012,Profit for EPS,Net Profit,141.0
ABB,Dec 2024,Profit for EPS,Net Profit,1872.0
ABB,Dec 2025,Profit for EPS,Net Profit,1668.0
ABB,Dec 2011,Profit Growth %,Net Profit,
ABB,Dec 2012,Profit Growth %,Net Profit,-25.0
ABB,Dec 2024,Profit Growth %,Net Profit,
ABB,Dec 2025,Profit Growth %,Net Profit,-11.0
ACC,Dec 2014,Sales,,11646.0
ACC,Dec 2015,Sales,,11706.0
ACC,Dec 2016,Sales,,10990.0
ACC,Dec 2017,Sales,,13285.0
ACC,Dec 2018,Sales,,14802.0
ACC,Dec 2019,Sales,,15658.0
ACC,Dec 2020,Sales,,13786.0
ACC,Dec 2021,Sales,,16152.0
ACC,Mar 2024,Sales,,22210.0
ACC,Mar 2025,Sales,,19959.0
ACC,Mar 2026,Sales,,21762.0
ACC,Dec 2014,Expenses,,10116.0
ACC,Dec 2015,Expenses,,10123.0
ACC,Dec 2016,Expenses,,9532.0
ACC,Dec 2017,Expenses,,11370.0
ACC,Dec 2018,Expenses,,12754.0
ACC,Dec 2019,Expenses,,13245.0
ACC,Dec 2020,Expenses,,11431.0
ACC,Dec 2021,Expenses,,13154.0
ACC,Mar 2024,Expenses,,20285.0
ACC,Mar 2025,Expenses,,16897.0
ACC,Mar 2026,Expenses,,18701.0
ACC,Dec 2014,Operating Profit,,1529.0
ACC,Dec 2015,Operating Profit,,1583.0
ACC,Dec 2016,Operating Profit,,1458.0
ACC,Dec 2017,Operating Profit,,1915.0
ACC,Dec 2018,Operating Profit,,2048.0
ACC,Dec 2019,Operating Profit,,2413.0
ACC,Dec 2020,Operating Profit,,2355.0
ACC,Dec 2021,Operating Profit,,2998.0
ACC,Mar 2024,Operating Profit,,1925.0
ACC,Mar 2025,Operating Profit,,3062.0
ACC,Mar 2026,Operating Profit,,3061.0
ACC,Dec 2014,OPM %,,13.0
ACC,Dec 2015,OPM %,,14.0
ACC,Dec 2016,OPM %,,13.0
ACC,Dec 2017,OPM %,,14.0
ACC,Dec 2018,OPM %,,14.0
ACC,Dec 2019,OPM %,,15.0
ACC,Dec 2020,OPM %,,17.0
ACC,Dec 2021,OPM %,,19.0
ACC,Mar 2024,OPM %,,9.0
ACC,Mar 2025,OPM %,,15.0
ACC,Mar 2026,OPM %,,14.0
ACC,Dec 2014,Other Income,,241.0
ACC,Dec 2015,Other Income,,-90.0
ACC,Dec 2016,Other Income,,115.0
ACC,Dec 2017,Other Income,,137.0
ACC,Dec 2018,Other Income,,153.0
ACC,Dec 2019,Other Income,,332.0
ACC,Dec 2020,Other Income,,50.0
ACC,Dec 2021,Other Income,,164.0
ACC,Mar 2024,Other Income,,196.0
ACC,Mar 2025,Other Income,,735.0
ACC,Mar 2026,Other Income,,1175.0
ACC,Dec 2014,Interest,,83.0
ACC,Dec 2015,Interest,,65.0
ACC,Dec 2016,Interest,,79.0
ACC,Dec 2017,Interest,,99.0
ACC,Dec 2018,Interest,,88.0
ACC,Dec 2019,Interest,,86.0
ACC,Dec 2020,Interest,,57.0
ACC,Dec 2021,Interest,,55.0
ACC,Mar 2024,Interest,,77.0
ACC,Mar 2025,Interest,,155.0
ACC,Mar 2026,Interest,,108.0
ACC,Dec 2014,Depreciation,,568.0
ACC,Dec 2015,Depreciation,,663.0
ACC,Dec 2016,Depreciation,,609.0
ACC,Dec 2017,Depreciation,,644.0
ACC,Dec 2018,Depreciation,,603.0
ACC,Dec 2019,Depreciation,,606.0
ACC,Dec 2020,Depreciation,,639.0
ACC,Dec 2021,Depreciation,,601.0
ACC,Mar 2024,Depreciation,,841.0
ACC,Mar 2025,Depreciation,,883.0
ACC,Mar 2026,Depreciation,,1001.0
ACC,Dec 2014,Profit before tax,,1120.0
ACC,Dec 2015,Profit before tax,,766.0
ACC,Dec 2016,Profit before tax,,885.0
ACC,Dec 2017,Profit before tax,,1310.0
ACC,Dec 2018,Profit before tax,,1510.0
ACC,Dec 2019,Profit before tax,,2053.0
ACC,Dec 2020,Profit before tax,,1709.0
ACC,Dec 2021,Profit before tax,,2506.0
ACC,Mar 2024,Profit before tax,,1203.0
ACC,Mar 2025,Profit before tax,,2759.0
ACC,Mar 2026,Profit before tax,,3127.0
ACC,Dec 2014,Tax %,,-3.0
ACC,Dec 2015,Tax %,,25.0
ACC,Dec 2016,Tax %,,26.0
ACC,Dec 2017,Tax %,,29.0
ACC,Dec 2018,Tax %,,-1.0
ACC,Dec 2019,Tax %,,33.0
ACC,Dec 2020,Tax %,,16.0
ACC,Dec 2021,Tax %,,26.0
ACC,Mar 2024,Tax %,,26.0
ACC,Mar 2025,Tax %,,15.0
ACC,Mar 2026,Tax %,,23.0
ACC,Dec 2014,Net Profit,,1162.0
ACC,Dec 2015,Net Profit,,587.0
ACC,Dec 2016,Net Profit,,658.0
ACC,Dec 2017,Net Profit,,925.0
ACC,Dec 2018,Net Profit,,1521.0
ACC,Dec 2019,Net Profit,,1378.0
ACC,Dec 2020,Net Profit,,1430.0
ACC,Dec 2021,Net Profit,,1863.0
ACC,Mar 2024,Net Profit,,885.0
ACC,Mar 2025,Net Profit,,2337.0
ACC,Mar 2026,Net Profit,,2402.0
ACC,Dec 2014,EPS in Rs,,61.88
ACC,Dec 2015,EPS in Rs,,31.3
ACC,Dec 2016,EPS in Rs,,35.06
ACC,Dec 2017,EPS in Rs,,49.23
ACC,Dec 2018,EPS in Rs,,80.97
ACC,Dec 2019,EPS in Rs,,73.35
ACC,Dec 2020,EPS in Rs,,76.16
ACC,Dec 2021,EPS in Rs,,99.21
ACC,Mar 2024,EPS in Rs,,47.13
ACC,Mar 2025,EPS in Rs,,124.42
ACC,Mar 2026,EPS in Rs,,127.92
ACC,Dec 2014,Dividend Payout %,,55.0
ACC,Dec 2015,Dividend Payout %,,54.0
ACC,Dec 2016,Dividend Payout %,,49.0
ACC,Dec 2017,Dividend Payout %,,53.0
ACC,Dec 2018,Dividend Payout %,,17.0
ACC,Dec 2019,Dividend Payout %,,19.0
ACC,Dec 2020,Dividend Payout %,,18.0
ACC,Dec 2021,Dividend Payout %,,59.0
ACC,Mar 2024,Dividend Payout %,,20.0
ACC,Mar 2025,Dividend Payout %,,6.0
ACC,Mar 2026,Dividend Payout %,,6.0
ACC,Dec 2014,Sales Growth %,Sales,5.28
ACC,Dec 2015,Sales Growth %,Sales,0.52
ACC,Dec 2016,Sales Growth %,Sales,-6.12
ACC,Dec 2017,Sales Growth %,Sales,20.89
ACC,Dec 2018,Sales Growth %,Sales,11.41
ACC,Dec 2019,Sales Growth %,Sales,5.78
ACC,Dec 2020,Sales Growth %,Sales,-11.95
ACC,Dec 2021,Sales Growth %,Sales,17.16
ACC,Mar 2024,Sales Growth %,Sales,-10.14
ACC,Mar 2025,Sales Growth %,Sales,9.04
ACC,Mar 2026,Sales Growth %,Sales,19.3
ACC,Dec 2014,Material Cost %,Expenses,16.92
ACC,Dec 2015,Material Cost %,Expenses,15.79
ACC,Dec 2016,Material Cost %,Expenses,14.62
ACC,Dec 2017,Material Cost %,Expenses,14.8
ACC,Dec 2018,Material Cost %,Expenses,15.76
ACC,Dec 2019,Material Cost %,Expenses,17.36
ACC,Dec 2020,Material Cost %,Expenses,18.23
ACC,Dec 2021,Material Cost %,Expenses,17.75
ACC,Mar 2024,Material Cost %,Expenses,29.12
ACC,Mar 2025,Material Cost %,Expenses,37.89
ACC,Mar 2026,Material Cost %,Expenses,43.21
ACC,Dec 2014,Manufacturing Cost %,Expenses,29.66
ACC,Dec 2015,Manufacturing Cost %,Expenses,51.62
ACC,Dec 2016,Manufacturing Cost %,Expenses,27.43
ACC,Dec 2017,Manufacturing Cost %,Expenses,26.89
ACC,Dec 2018,Manufacturing Cost %,Expenses,26.41
ACC,Dec 2019,Manufacturing Cost %,Expenses,25.83
ACC,Dec 2020,Manufacturing Cost %,Expenses,23.96
ACC,Dec 2021,Manufacturing Cost %,Expenses,26.01
ACC,Mar 2024,Manufacturing Cost %,Expenses,23.82
ACC,Mar 2025,Manufacturing Cost %,Expenses,19.54
ACC,Mar 2026,Manufacturing Cost %,Expenses,14.06
ACC,Dec 2014,Employee Cost %,Expenses,6.42
ACC,Dec 2015,Employee Cost %,Expenses,6.6
ACC,Dec 2016,Employee Cost %,Expenses,6.89
ACC,Dec 2017,Employee Cost %,Expenses,6.18
ACC,Dec 2018,Employee Cost %,Expenses,5.97
ACC,Dec 2019,Employee Cost %,Expenses,5.53
ACC,Dec 2020,Employee Cost %,Expenses,6.1
ACC,Dec 2021,Employee Cost %,Expenses,5.18
ACC,Mar 2024,Employee Cost %,Expenses,3.69
ACC,Mar 2025,Employee Cost %,Expenses,3.3
ACC,Mar 2026,Employee Cost %,Expenses,2.87
ACC,Dec 2014,Other Cost %,Expenses,33.87
ACC,Dec 2015,Other Cost %,Expenses,12.47
ACC,Dec 2016,Other Cost %,Expenses,37.79
ACC,Dec 2017,Other Cost %,Expenses,37.71
ACC,Dec 2018,Other Cost %,Expenses,38.03
ACC,Dec 2019,Other Cost %,Expenses,35.86
ACC,Dec 2020,Other Cost %,Expenses,34.63
ACC,Dec 2021,Other Cost %,Expenses,32.5
ACC,Mar 2024,Other Cost %,Expenses,28.03
ACC,Mar 2025,Other Cost %,Expenses,25.2
ACC,Mar 2026,Other Cost %,Expenses,28.5
ACC,Dec 2014,Exceptional items,Other Income,28.0
ACC,Dec 2015,Exceptional items,Other Income,-186.0
ACC,Dec 2016,Exceptional items,Other Income,-18.0
ACC,Dec 2017,Exceptional items,Other Income,-3.0
ACC,Dec 2018,Exceptional items,Other Income,1.0
ACC,Dec 2019,Exceptional items,Other Income,27.0
ACC,Dec 2020,Exceptional items,Other Income,-163.0
ACC,Dec 2021,Exceptional items,Other Income,-55.0
ACC,Mar 2024,Exceptional items,Other Income,238.0
ACC,Mar 2025,Exceptional items,Other Income,123.0
ACC,Mar 2026,Exceptional items,Other Income,28.0
ACC,Dec 2014,Other income normal,Other Income,213.0
ACC,Dec 2015,Other income normal,Other Income,96.0
ACC,Dec 2016,Other income normal,Other Income,133.0
ACC,Dec 2017,Other income normal,Other Income,140.0
ACC,Dec 2018,Other income normal,Other Income,152.0
ACC,Dec 2019,Other income normal,Other Income,306.0
ACC,Dec 2020,Other income normal,Other Income,213.0
ACC,Dec 2021,Other income normal,Other Income,218.0
ACC,Mar 2024,Other income normal,Other Income,497.0
ACC,Mar 2025,Other income normal,Other Income,1052.0
ACC,Mar 2026,Other income normal,Other Income,409.0
ACC,Dec 2014,Profit from Associates,Net Profit,11.0
ACC,Dec 2015,Profit from Associates,Net Profit,12.0
ACC,Dec 2016,Profit from Associates,Net Profit,0.0
ACC,Dec 2017,Profit from Associates,Net Profit,0.0
ACC,Dec 2018,Profit from Associates,Net Profit,0.0
ACC,Dec 2019,Profit from Associates,Net Profit,0.0
ACC,Dec 2020,Profit from Associates,Net Profit,0.0
ACC,Dec 2021,Profit from Associates,Net Profit,0.0
ACC,Mar 2024,Profit from Associates,Net Profit,0.0
ACC,Mar 2025,Profit from Associates,Net Profit,0.0
ACC,Mar 2026,Profit from Associates,Net Profit,0.0
ACC,Dec 2014,Minority share,Net Profit,-0.0
ACC,Dec 2015,Minority share,Net Profit,0.0
ACC,Dec 2016,Minority share,Net Profit,-0.0
ACC,Dec 2017,Minority share,Net Profit,-0.0
ACC,Dec 2018,Minority share,Net Profit,-0.0
ACC,Dec 2019,Minority share,Net Profit,-0.0
ACC,Dec 2020,Minority share,Net Profit,-0.0
ACC,Dec 2021,Minority share,Net Profit,-0.0
ACC,Mar 2024,Minority share,Net Profit,-0.0
ACC,Mar 2025,Minority share,Net Profit,-0.0
ACC,Mar 2026,Minority share,Net Profit,-0.0
ACC,Dec 2014,Exceptional items AT,Net Profit,21.0
ACC,Dec 2015,Exceptional items AT,Net Profit,-123.0
ACC,Dec 2016,Exceptional items AT,Net Profit,-13.0
ACC,Dec 2017,Exceptional items AT,Net Profit,-2.0
ACC,Dec 2018,Exceptional items AT,Net Profit,1.0
ACC,Dec 2019,Exceptional items AT,Net Profit,18.0
ACC,Dec 2020,Exceptional items AT,Net Profit,-111.0
ACC,Dec 2021,Exceptional items AT,Net Profit,-41.0
ACC,Mar 2024,Exceptional items AT,Net Profit,180.0
ACC,Mar 2025,Exceptional items AT,Net Profit,95.0
ACC,Mar 2026,Exceptional items AT,Net Profit,28.0
ACC,Dec 2014,Profit excl Excep,Net Profit,1141.0
ACC,Dec 2015,Profit excl Excep,Net Profit,710.0
ACC,Dec 2016,Profit excl Excep,Net Profit,672.0
ACC,Dec 2017,Profit excl Excep,Net Profit,927.0
ACC,Dec 2018,Profit excl Excep,Net Profit,1520.0
ACC,Dec 2019,Profit excl Excep,Net Profit,1360.0
ACC,Dec 2020,Profit excl Excep,Net Profit,1541.0
ACC,Dec 2021,Profit excl Excep,Net Profit,1904.0
ACC,Mar 2024,Profit excl Excep,Net Profit,2156.0
ACC,Mar 2025,Profit excl Excep,Net Profit,2307.0
ACC,Mar 2026,Profit excl Excep,Net Profit,2110.0
ACC,Dec 2014,Profit for PE,Net Profit,1141.0
ACC,Dec 2015,Profit for PE,Net Profit,710.0
ACC,Dec 2016,Profit for PE,Net Profit,672.0
ACC,Dec 2017,Profit for PE,Net Profit,926.0
ACC,Dec 2018,Profit for PE,Net Profit,1520.0
ACC,Dec 2019,Profit for PE,Net Profit,1360.0
ACC,Dec 2020,Profit for PE,Net Profit,1541.0
ACC,Dec 2021,Profit for PE,Net Profit,1904.0
ACC,Mar 2024,Profit for PE,Net Profit,2156.0
ACC,Mar 2025,Profit for PE,Net Profit,2307.0
ACC,Mar 2026,Profit for PE,Net Profit,2109.0
ACC,Dec 2014,Profit for EPS,Net Profit,1162.0
ACC,Dec 2015,Profit for EPS,Net Profit,588.0
ACC,Dec 2016,Profit for EPS,Net Profit,658.0
ACC,Dec 2017,Profit for EPS,Net Profit,924.0
ACC,Dec 2018,Profit for EPS,Net Profit,1520.0
